season,team_id,avg_massey_rank,std_massey_rank,min_massey_rank,max_massey_rank,median_massey_rank
2016,1129,80.21,21.33,25.0,205.0,81.0
2017,1129,93.87,21.09,51.0,223.0,91.0
2018,1129,50.77,15.11,1.0,140.0,49.0
2019,1129,157.71,41.11,72.0,343.0,149.0
2020,1129,100.29,24.34,52.0,260.0,96.0
2021,1129,48.53,19.97,8.0,113.0,48.0
2022,1129,48.53,21.49,13.0,170.0,44.0
2023,1129,43.24,25.65,11.0,354.0,38.0
2024,1129,59.28,27.01,16.0,349.0,56.0
2003,1130,59.43,24.58,9.0,297.0,55.0
2004,1130,40.13,16.76,3.0,128.0,39.0
2005,1130,11.56,12.19,1.0,126.0,7.0
2006,1130,26.29,11.84,5.0,71.0,24.0
2007,1130,39.05,15.55,8.0,97.0,37.0
2008,1130,84.5,29.18,14.0,197.0,85.0
2009,1130,52.95,15.77,12.0,130.0,52.0
2010,1130,88.31,19.1,24.0,161.0,89.0
2011,1130,50.09,19.74,11.0,210.0,48.0
2012,1130,231.67,42.4,54.0,336.0,236.0
2013,1130,136.83,32.66,48.0,267.0,130.0
2014,1130,169.99,41.99,39.0,295.0,171.0
2015,1130,125.29,25.4,39.0,244.0,120.0
2016,1130,205.55,41.48,46.0,327.0,209.0
2017,1130,173.33,41.23,82.0,319.0,167.0
2018,1130,81.15,18.35,44.0,197.0,78.0
2019,1130,103.92,21.45,5.0,188.0,104.0
2020,1130,136.44,28.24,44.0,219.0,136.0
2021,1130,159.13,47.41,59.0,305.0,147.0
2022,1130,155.45,32.71,56.0,251.0,152.0
2023,1130,163.62,34.94,45.0,292.0,160.0
2024,1130,88.61,16.52,21.0,218.0,88.0
2003,1131,123.41,24.21,37.0,218.0,121.0
2004,1131,100.75,29.94,20.0,219.0,98.0
2005,1131,83.46,30.34,16.0,234.0,79.0
2006,1131,204.44,37.55,87.0,272.0,210.5
2007,1131,215.43,23.78,153.0,291.0,217.0
2008,1131,247.21,33.5,138.0,309.0,249.0
2009,1131,176.99,32.25,82.0,298.0,174.0
2010,1131,167.95,21.81,82.0,247.0,169.0
2011,1131,180.37,27.97,101.0,265.0,181.0
2012,1131,201.49,29.18,117.0,333.0,199.0
2013,1131,169.97,37.89,80.0,345.0,166.0
2014,1131,119.84,24.48,54.0,186.0,121.0
2015,1131,216.45,28.26,60.0,303.0,222.0
2016,1131,212.7,29.09,117.0,306.0,215.0
2017,1131,181.86,27.71,21.0,290.0,184.0
2018,1131,238.21,25.94,163.0,316.0,239.0
2019,1131,226.61,27.09,116.0,314.0,229.0
2020,1131,195.35,35.64,87.0,306.0,191.0
2021,1131,209.94,49.37,71.0,344.0,208.0
2022,1131,186.61,29.54,46.0,279.0,191.0
2023,1131,251.43,31.98,88.0,309.0,256.0
2024,1131,292.07,26.01,126.0,349.0,296.0
2003,1132,164.4,35.83,73.0,292.0,165.0
2004,1132,206.66,38.06,95.0,315.0,203.0
2005,1132,90.21,28.43,17.0,220.0,88.0
2006,1132,227.79,29.75,128.0,300.0,231.0
2007,1132,213.26,29.1,118.0,292.0,217.5
2008,1132,190.52,26.44,126.0,288.0,185.5
2009,1132,164.24,24.4,89.0,236.0,163.0
2010,1132,192.88,30.52,134.0,321.0,189.0
2011,1132,251.29,38.74,154.0,344.0,243.0
2012,1132,160.97,29.22,88.0,275.0,159.0
2013,1132,227.68,31.56,127.0,344.0,225.0
2014,1132,194.46,27.84,83.0,322.0,192.0
2015,1132,99.4,26.64,17.0,203.0,96.0
2016,1132,201.57,30.65,95.0,292.0,203.0
2017,1132,234.32,21.08,136.0,315.0,235.0
2018,1132,211.5,27.43,111.0,292.0,212.0
2019,1132,136.45,44.86,61.0,289.0,121.0
2020,1132,131.55,34.6,33.0,226.0,134.0
2021,1132,130.99,27.55,48.0,218.0,133.0
2022,1132,224.38,38.91,86.0,336.0,223.0
2023,1132,269.31,27.17,73.0,344.0,273.0
2024,1132,200.87,36.81,90.0,341.0,201.0
2003,1133,186.67,30.07,87.0,264.0,188.0
2004,1133,155.56,37.79,39.0,248.0,162.0
2005,1133,94.83,37.73,17.0,256.0,98.0
2006,1133,60.1,22.83,17.0,156.0,55.0
2007,1133,57.98,15.52,23.0,163.0,56.0
2008,1133,102.34,27.11,35.0,204.0,97.0
2009,1133,111.7,18.78,41.0,191.0,110.0
2010,1133,118.93,20.56,36.0,184.0,118.0
2011,1133,218.35,40.11,74.0,314.0,226.0
2012,1133,229.08,40.23,116.0,336.0,231.0
2013,1133,147.25,36.34,49.0,307.0,145.0
2014,1133,208.37,34.54,55.0,287.0,210.0
2015,1133,256.45,27.45,77.0,332.0,258.0
2016,1133,314.09,22.08,206.0,348.0,319.0
2017,1133,239.94,27.11,175.0,348.0,236.0
2018,1133,124.75,21.51,44.0,227.0,124.0
2019,1133,175.9,33.48,58.0,312.0,172.0
2020,1133,112.59,18.98,44.0,233.0,111.0
2021,1133,134.11,34.98,55.0,250.0,133.0
2022,1133,150.98,54.85,62.0,351.0,137.0
2023,1133,87.65,21.81,29.0,214.0,84.0
2024,1133,80.95,25.89,5.0,171.0,77.0
2003,1135,202.73,49.56,92.0,312.0,190.5
2004,1135,233.07,35.5,102.0,306.0,233.0
2005,1135,224.84,27.55,124.0,329.0,227.0
2006,1135,286.76,22.25,186.0,320.0,294.0
2007,1135,241.57,19.49,134.0,296.0,243.0
2008,1135,138.46,25.06,55.0,249.0,138.0
2009,1135,268.38,40.03,138.0,333.0,278.0
2010,1135,275.82,25.14,159.0,325.0,279.0
2011,1135,235.95,27.44,111.0,308.0,238.0
2012,1135,304.56,15.21,227.0,331.0,307.0
2013,1135,253.41,28.34,180.0,338.0,250.0
2014,1135,188.83,35.62,57.0,293.0,188.0
2015,1135,244.68,25.39,120.0,335.0,247.0
2016,1135,275.32,25.31,176.0,339.0,276.0
2017,1135,251.49,26.45,143.0,324.0,256.0
2018,1135,247.92,23.97,177.0,330.0,246.0
2019,1135,150.15,33.2,48.0,328.0,147.0
2020,1135,203.27,30.93,61.0,304.0,204.0
2021,1135,218.62,58.68,119.0,357.0,208.0
2022,1135,196.01,33.57,92.0,311.0,201.0
2023,1135,205.13,34.75,114.0,348.0,203.0
2024,1135,262.59,40.9,129.0,358.0,262.0
2009,1136,311.14,24.86,137.0,342.0,318.0
2010,1136,343.12,6.71,273.0,347.0,346.0
2011,1136,293.38,24.86,183.0,345.0,294.0
2012,1136,333.35,11.93,252.0,345.0,336.0
2013,1136,171.5,55.61,27.0,345.0,162.0
2014,1136,168.2,31.26,64.0,270.0,169.0
2015,1136,216.23,24.4,118.0,300.0,217.0
2016,1136,320.36,28.34,175.0,350.0,330.0
2017,1136,280.37,28.26,139.0,343.0,285.0
2018,1136,338.0,11.42,239.0,350.0,340.0
2019,1136,325.09,16.12,261.0,352.0,328.0
2020,1136,227.48,40.72,80.0,342.0,232.0
2021,1136,151.64,47.31,19.0,319.0,151.0
2022,1136,216.63,37.87,102.0,336.0,217.0
2023,1136,170.32,34.09,34.0,246.0,173.0
2024,1136,174.32,31.26,100.0,339.0,171.0
2003,1137,218.33,27.76,117.0,268.0,224.5
2004,1137,245.6,44.4,99.0,324.0,246.0
2005,1137,112.69,38.42,34.0,261.0,108.0
2006,1137,41.79,25.99,8.0,162.0,37.0
2007,1137,120.63,29.94,28.0,235.0,118.0
2008,1137,215.09,32.79,58.0,316.0,221.5
2009,1137,284.36,25.39,153.0,322.0,292.0
2010,1137,265.12,27.48,180.0,325.0,266.0
2011,1137,121.79,49.08,45.0,284.0,103.0
2012,1137,108.3,26.48,43.0,242.0,105.0
2013,1137,54.85,15.06,12.0,123.0,54.0
2014,1137,161.64,43.61,50.0,286.0,167.0
2015,1137,201.43,34.28,129.0,305.0,197.0
2016,1137,191.04,36.11,108.0,341.0,187.0
2017,1137,99.22,27.04,24.0,221.0,96.0
2018,1137,109.42,21.99,57.0,200.0,107.0
2019,1137,145.81,31.17,36.0,311.0,142.0
2020,1137,236.69,31.59,104.0,295.0,242.5
2021,1137,228.8,39.59,131.0,345.0,224.0
2022,1137,322.68,18.86,230.0,351.0,328.0
2023,1137,280.8,41.66,129.0,353.0,294.0
2024,1137,293.7,21.89,202.0,360.0,294.0
2003,1138,262.69,31.19,162.0,310.0,269.0
2004,1138,165.59,42.37,63.0,310.0,169.0
2005,1138,88.4,31.54,33.0,210.0,84.0
2006,1138,107.05,37.18,17.0,212.0,116.0
2007,1138,182.29,34.44,67.0,277.0,186.0
2008,1138,213.74,33.21,127.0,295.0,213.0
2009,1138,101.62,25.04,49.0,225.0,99.0
2010,1138,134.28,31.53,42.0,313.0,131.0
2011,1138,131.61,28.83,63.0,261.0,129.0
2012,1138,99.73,23.69,45.0,272.0,97.0
2013,1138,215.78,34.11,120.0,344.0,215.0
2014,1138,140.19,47.61,55.0,308.0,125.0
2015,1138,70.72,20.86,15.0,169.0,68.0
2016,1138,143.25,27.96,53.0,263.0,142.0
2017,1138,156.22,31.41,67.0,253.0,153.0
2018,1138,84.59,27.28,11.0,175.0,81.0
2019,1138,22.72,9.84,4.0,68.0,21.0
2020,1138,123.99,26.8,25.0,191.0,126.0
2021,1138,114.93,32.51,41.0,257.0,111.0
2022,1138,117.41,27.13,53.0,234.0,117.0
2023,1138,191.09,25.58,94.0,302.0,193.0
2024,1138,336.45,26.61,136.0,362.0,343.0
2003,1139,32.16,18.4,1.0,126.0,30.0
2004,1139,166.08,38.84,14.0,245.0,167.0
2005,1139,183.33,52.96,9.0,319.0,193.0
2006,1139,89.93,24.62,21.0,196.0,91.0
2007,1139,20.5,14.78,1.0,67.0,17.0
2008,1139,20.35,10.95,5.0,61.0,16.0
2009,1139,23.61,15.72,1.0,95.0,22.0
2010,1139,26.89,12.42,5.0,89.0,25.0
2011,1139,49.6,17.8,4.0,131.0,49.0
2012,1139,128.18,32.02,19.0,243.0,128.0
2013,1139,34.53,20.04,1.0,132.0,31.0
2014,1139,85.29,34.6,14.0,200.0,85.0
2015,1139,25.74,12.3,3.0,117.0,22.0
2016,1139,30.93,13.03,4.0,89.0,29.0
2017,1139,17.67,6.26,2.0,43.0,18.0
2018,1139,33.68,12.29,1.0,104.0,32.0
2019,1139,50.91,17.33,12.0,130.0,50.0
2020,1139,19.45,11.67,1.0,93.0,18.0
2021,1139,115.81,45.82,14.0,318.0,110.0
2022,1139,124.13,31.77,49.0,263.0,119.0
2023,1139,93.23,28.17,5.0,172.0,92.0
2024,1139,61.01,17.39,10.0,143.0,60.0
2003,1140,27.54,10.02,7.0,77.0,27.0
2004,1140,36.81,17.49,5.0,260.0,35.0
2005,1140,188.63,50.2,33.0,304.0,189.0
2006,1140,94.01,28.19,45.0,207.0,87.5
2007,1140,56.08,26.33,13.0,146.0,52.0
2008,1140,41.29,15.78,13.0,104.0,37.0
2009,1140,27.14,11.35,5.0,82.0,26.0
2010,1140,17.1,15.69,3.0,123.0,13.0
2011,1140,7.96,4.74,1.0,30.0,7.0
2012,1140,41.53,19.4,7.0,192.0,40.0
2013,1140,60.81,17.21,17.0,149.0,60.0
2014,1140,47.63,14.35,6.0,124.0,47.0
2015,1140,41.51,12.72,11.0,122.0,40.5
2016,1140,66.63,21.65,16.0,182.0,64.0
2017,1140,71.25,16.79,17.0,166.0,70.0
2018,1140,68.63,14.05,32.0,149.0,68.0
2019,1140,94.54,20.74,41.0,176.0,91.0
2020,1140,32.23,19.36,4.0,146.0,27.0
2021,1140,33.88,17.51,3.0,107.0,30.0
2022,1140,44.31,20.9,1.0,118.0,42.0
2023,1140,94.85,24.41,37.0,203.0,89.0
2024,1140,16.93,12.64,1.0,99.0,15.0
2003,1141,75.1,32.61,12.0,215.0,67.0
2004,1141,264.01,40.2,53.0,318.0,277.0
2005,1141,210.26,38.95,61.0,304.0,209.0
2006,1141,292.85,23.78,179.0,334.0,299.0
2007,1141,216.21,20.17,174.0,300.0,212.0
2008,1141,174.13,26.41,85.0,269.0,175.0
2009,1141,264.96,28.4,161.0,319.0,269.0
2010,1141,206.19,24.71,150.0,308.0,200.0
2011,1141,272.93,30.52,141.0,320.0,281.0
2012,1141,238.35,36.57,111.0,340.0,245.0
2013,1141,227.23,45.33,70.0,317.0,239.0
2014,1141,268.69,24.67,163.0,321.0,274.0
2015,1141,101.66,40.5,31.0,291.0,91.0
2016,1141,177.1,41.41,75.0,334.0,170.0
2017,1141,171.69,37.32,46.0,294.0,170.0
2018,1141,168.1,33.46,47.0,285.0,175.0
2019,1141,136.45,24.32,65.0,243.0,135.5
2020,1141,182.12,33.1,77.0,322.0,186.0
2021,1141,272.73,34.54,151.0,349.0,275.5
2022,1141,320.67,20.41,181.0,357.0,324.0
2023,1141,303.56,24.94,176.0,361.0,307.0
2024,1141,262.48,53.61,136.0,358.0,270.0
2003,1142,217.74,40.54,100.0,326.0,210.0
2004,1142,174.86,42.44,76.0,271.0,185.0
2005,1142,296.64,21.47,119.0,328.0,302.0
2006,1142,283.09,24.58,191.0,328.0,288.0
2007,1142,197.56,45.06,69.0,307.0,194.0
2008,1142,221.99,29.29,104.0,290.0,221.0
2009,1142,269.21,34.34,133.0,329.0,274.0
2010,1142,251.82,22.02,202.0,343.0,250.0
2011,1142,210.35,33.87,86.0,308.0,209.0
2012,1142,154.85,41.09,69.0,296.0,155.0
2013,1142,180.77,32.13,88.0,306.0,179.0
2014,1142,190.57,39.06,83.0,288.0,189.0
2015,1142,178.7,41.04,68.0,337.0,169.0
2016,1142,186.73,35.8,59.0,270.0,185.0
2017,1142,288.64,26.76,168.0,335.0,295.0
2018,1142,282.45,29.11,173.0,340.0,286.0
2019,1142,323.37,18.16,239.0,352.0,328.0
2020,1142,312.43,14.46,242.0,344.0,315.0
2021,1142,325.73,19.13,152.0,353.0,330.0
2022,1142,310.99,19.41,172.0,357.0,313.0
2023,1142,290.49,38.78,149.0,358.0,299.0
2024,1142,330.19,19.96,232.0,357.0,335.0
2003,1143,40.75,23.31,9.0,121.0,34.0
2004,1143,91.76,23.61,27.0,213.0,89.0
2005,1143,107.14,29.38,27.0,220.0,104.0
2006,1143,66.92,26.24,25.0,156.0,58.0
2007,1143,69.24,19.44,24.0,177.0,68.0
2008,1143,59.93,19.06,7.0,137.0,57.0
2009,1143,30.79,12.52,7.0,99.0,29.0
2010,1143,31.89,15.09,6.0,84.0,30.0
2011,1143,68.69,19.32,9.0,158.0,70.0
2012,1143,31.68,10.72,6.0,103.0,30.0
2013,1143,58.04,17.05,9.0,109.0,57.5
2014,1143,51.4,15.45,18.0,137.0,49.0
2015,1143,89.46,31.45,17.0,222.0,93.0
2016,1143,37.4,15.46,10.0,100.0,35.0
2017,1143,51.81,14.75,14.0,146.0,51.0
2018,1143,203.52,42.51,42.0,315.0,204.0
2019,1143,232.55,39.49,135.0,319.0,233.0
2020,1143,156.29,31.24,21.0,232.0,159.0
2021,1143,160.62,34.58,87.0,300.0,155.0
2022,1143,134.57,27.26,65.0,308.0,129.0
2023,1143,268.08,49.19,107.0,363.0,268.0
2024,1143,158.62,51.98,64.0,321.0,144.0
2003,1144,298.02,31.66,136.0,324.0,312.0
2004,1144,315.19,9.19,212.0,325.0,317.0
2005,1144,308.38,29.14,92.0,328.0,320.0
2006,1144,294.31,18.43,206.0,326.0,299.0
2007,1144,257.16,26.8,166.0,321.0,263.0
2008,1144,288.0,25.37,190.0,334.0,293.0
2009,1144,268.52,30.17,142.0,337.0,270.0
2010,1144,176.21,29.82,66.0,297.0,175.0
2011,1144,219.12,39.93,113.0,313.0,218.0
2012,1144,185.57,41.09,24.0,304.0,187.0
2013,1144,275.64,29.04,133.0,343.0,280.0
2014,1144,301.04,25.51,146.0,344.0,307.0
2015,1144,296.24,24.07,192.0,346.0,301.0
2016,1144,284.33,32.19,145.0,349.0,293.0
2017,1144,277.63,30.12,168.0,350.0,280.0
2018,1144,240.82,28.64,146.0,340.0,241.0
2019,1144,207.6,28.9,104.0,299.0,205.0
2020,1144,239.86,41.1,93.0,343.0,249.0
2021,1144,242.6,37.04,44.0,328.0,247.0
2022,1144,199.64,34.1,36.0,272.0,207.0
2023,1144,244.83,32.19,121.0,323.0,248.0
2024,1144,295.14,24.12,162.0,352.0,300.0
2003,1145,189.28,50.11,44.0,264.0,202.0
2004,1145,221.15,37.99,104.0,279.0,234.0
2005,1145,277.67,26.51,178.0,328.0,278.0
2006,1145,251.01,31.13,146.0,324.0,253.0
2007,1145,229.58,26.44,82.0,285.0,230.0
2008,1145,312.52,20.0,167.0,339.0,318.0
2009,1145,239.95,28.51,118.0,311.0,239.0
2010,1145,205.77,22.27,128.0,292.0,205.0
2011,1145,201.09,27.09,67.0,276.0,198.0
2012,1145,309.57,28.71,165.0,339.0,321.0
2013,1145,124.38,43.45,29.0,329.0,119.0
2014,1145,139.15,36.11,66.0,323.0,133.0
2015,1145,158.03,23.19,91.0,259.0,158.0
2016,1145,203.34,31.93,109.0,283.0,209.0
2017,1145,164.76,33.58,79.0,319.0,165.0
2018,1145,164.94,43.24,60.0,297.0,156.0
2019,1145,240.95,32.35,108.0,341.0,241.0
2020,1145,244.76,28.79,106.0,325.0,245.0
2021,1145,220.63,47.18,44.0,342.0,225.0
2022,1145,275.98,21.5,167.0,343.0,276.0
2023,1145,284.24,26.34,193.0,346.0,284.0
2024,1145,224.65,46.44,111.0,308.0,236.0
2007,1146,303.05,14.53,241.0,327.0,306.0
2008,1146,266.1,25.37,166.0,317.0,271.0
2009,1146,294.27,30.49,183.0,335.0,304.0
2010,1146,303.77,21.67,216.0,347.0,306.0
2011,1146,330.16,13.84,213.0,345.0,335.0
2012,1146,297.12,40.44,73.0,344.0,309.0
2013,1146,281.55,31.63,77.0,337.0,286.0
2014,1146,328.02,13.49,262.0,350.0,331.0
2015,1146,347.35,4.5,314.0,351.0,349.0
2016,1146,317.97,24.65,53.0,351.0,322.0
2017,1146,306.72,17.7,196.0,345.0,309.0
2018,1146,224.5,31.06,151.0,337.0,220.0
2019,1146,275.43,29.6,181.0,336.0,279.0
2020,1146,298.86,22.06,224.0,343.0,301.0
2021,1146,295.57,38.07,154.0,347.0,308.0
2022,1146,316.66,24.05,235.0,357.0,321.0
2023,1146,314.45,23.1,199.0,348.0,322.0
2024,1146,336.93,11.42,248.0,362.0,338.0
2003,1147,242.99,20.44,170.0,307.0,243.0
2004,1147,176.65,29.42,76.0,281.0,172.0
2005,1147,310.81,22.44,162.0,330.0,317.0
2006,1147,311.25,12.61,240.0,328.0,315.0
2007,1147,252.61,25.02,170.0,307.0,253.0
2008,1147,244.84,39.36,124.0,324.0,252.0
2009,1147,282.83,27.07,150.0,331.0,286.0
2010,1147,293.35,27.5,105.0,339.0,298.0
2011,1147,342.39,7.58,281.0,345.0,345.0
2003,1148,229.71,30.61,82.0,297.0,234.0
2004,1148,228.5,46.23,89.0,303.0,242.0
2005,1148,250.69,24.91,100.0,296.0,256.0
2006,1148,190.23,33.46,49.0,278.0,191.0
2007,1148,218.0,54.51,87.0,323.0,206.0
2008,1148,228.3,35.05,109.0,330.0,226.0
2009,1148,228.77,37.53,137.0,320.0,228.0
2010,1148,301.89,22.52,199.0,342.0,309.0
2011,1148,171.8,42.86,84.0,313.0,161.0
2012,1148,229.31,33.85,70.0,327.0,231.0
2013,1148,220.99,32.22,83.0,305.0,224.0
2014,1148,307.42,23.15,213.0,351.0,312.0
2015,1148,334.91,14.49,250.0,350.0,340.0
2016,1148,348.88,4.82,303.0,351.0,351.0
2017,1148,334.65,14.35,247.0,351.0,339.0
2018,1148,276.63,34.07,150.0,347.0,281.0
2019,1148,280.51,39.24,113.0,340.0,291.0
2020,1148,348.3,5.2,271.0,353.0,349.0
2021,1148,315.1,22.59,219.0,352.0,320.0
2022,1148,340.39,8.85,295.0,357.0,342.0
2023,1148,337.88,17.54,192.0,363.0,340.0
2024,1148,259.83,39.87,152.0,359.0,259.0
2003,1149,214.1,38.93,79.0,301.0,218.0
2004,1149,308.67,12.63,204.0,325.0,312.0
2005,1149,263.52,33.6,113.0,327.0,268.0
2006,1149,256.96,32.77,110.0,313.0,261.0
2007,1149,310.65,27.8,156.0,335.0,321.0
2008,1149,315.7,12.08,235.0,336.0,318.0
2009,1149,302.11,23.39,196.0,333.0,310.0
2010,1149,273.66,25.39,92.0,329.0,279.0
2011,1149,227.81,25.82,165.0,328.0,227.0
2012,1149,166.88,30.72,86.0,271.0,166.0
2013,1149,188.44,44.53,102.0,337.0,180.0
2014,1149,224.97,55.32,37.0,342.0,227.0
2015,1149,195.55,31.99,107.0,293.0,194.0
2016,1149,281.26,25.73,133.0,343.0,286.0
2017,1149,299.35,24.95,149.0,344.0,305.0
2018,1149,278.04,31.77,160.0,341.0,281.0
2019,1149,237.15,39.22,106.0,341.0,237.0
2020,1149,285.26,32.07,135.0,349.0,290.0
2021,1149,330.1,18.4,221.0,357.0,335.0
2022,1149,342.36,15.27,247.0,358.0,348.0
2023,1149,302.54,24.98,191.0,357.0,305.0
2024,1149,323.06,18.84,204.0,361.0,323.0
2003,1150,104.46,35.0,37.0,303.0,97.5
2004,1150,41.99,18.41,16.0,159.0,36.0
2005,1150,44.51,25.38,11.0,204.0,36.0
2006,1150,102.38,25.41,35.0,201.0,97.0
2007,1150,148.92,19.21,101.0,224.0,146.0
2008,1150,96.08,26.12,37.0,236.0,90.0
2009,1150,159.82,36.34,66.0,294.0,160.0
2010,1150,71.97,27.27,14.0,224.0,71.0
2011,1150,187.74,32.62,80.0,291.0,185.0
2012,1150,135.13,30.66,52.0,265.0,136.0
2013,1150,83.32,33.28,13.0,206.0,76.0
2014,1150,128.06,37.35,26.0,250.0,128.0
2015,1150,136.24,38.56,34.0,218.0,136.0
2016,1150,231.32,38.21,63.0,337.0,227.0
2017,1150,212.11,32.12,93.0,277.0,220.0
2018,1150,293.08,28.9,155.0,344.0,299.0
2019,1150,286.53,23.32,194.0,349.0,289.0
2020,1150,166.16,33.04,54.0,325.0,165.0
2021,1150,190.7,42.12,47.0,305.0,188.0
2022,1150,172.05,31.51,48.0,285.0,173.0
2023,1150,110.79,23.6,38.0,253.0,113.0
2024,1150,109.47,20.36,39.0,250.0,108.0
2003,1151,110.51,32.95,38.0,255.0,106.0
2004,1151,160.62,41.36,12.0,264.0,162.5
2005,1151,127.63,28.6,27.0,193.0,133.0
2006,1151,208.32,26.78,126.0,297.0,206.0
2007,1151,214.04,23.61,92.0,259.0,218.0
2008,1151,138.68,33.63,68.0,265.0,136.0
2009,1151,210.2,31.08,103.0,334.0,207.0
2010,1151,238.41,32.91,140.0,326.0,238.0
2011,1151,224.23,32.98,118.0,292.0,222.0
2012,1151,266.99,34.26,155.0,340.0,270.0
2013,1151,284.93,21.57,201.0,340.0,288.0
2014,1151,267.89,39.19,123.0,346.0,269.5
2015,1151,167.41,41.86,70.0,306.0,158.0
2016,1151,77.07,28.62,4.0,203.0,76.0
2017,1151,93.03,29.01,33.0,246.0,89.0
2018,1151,278.92,30.98,129.0,325.0,289.0
2019,1151,271.29,26.58,180.0,339.0,269.0
2020,1151,170.49,33.39,105.0,298.0,161.0
2021,1151,134.94,32.16,29.0,261.0,139.0
2022,1151,71.86,22.03,10.0,160.0,70.0
2023,1151,166.87,39.75,62.0,274.0,164.0
2024,1151,165.72,33.41,51.0,268.0,157.0
2003,1152,304.36,13.49,254.0,323.0,308.0
2004,1152,249.05,32.23,161.0,319.0,246.0
2005,1152,256.2,25.25,133.0,327.0,254.0
2006,1152,263.34,27.38,120.0,316.0,267.0
2007,1152,214.53,29.86,132.0,322.0,213.0
2008,1152,246.63,25.3,180.0,317.0,247.0
2009,1152,223.68,25.25,121.0,295.0,226.0
2010,1152,331.19,21.53,162.0,347.0,339.0
2011,1152,331.92,22.83,141.0,345.0,339.0
2012,1152,334.17,15.4,123.0,344.0,337.0
2013,1152,313.97,18.68,197.0,345.0,315.0
2014,1152,267.47,35.01,79.0,327.0,275.0
2015,1152,332.66,13.17,192.0,350.0,335.0
2016,1152,329.94,24.42,90.0,351.0,338.0
2017,1152,324.73,18.49,196.0,351.0,330.0
2018,1152,344.55,6.21,297.0,351.0,346.0
2019,1152,346.8,8.4,254.0,353.0,350.0
2020,1152,350.2,4.34,306.0,353.0,352.0
2021,1152,346.87,8.14,299.0,357.0,346.0
2022,1152,332.5,21.48,161.0,357.0,337.0
2023,1152,309.43,25.7,216.0,362.0,313.0
2024,1152,295.19,29.38,150.0,359.0,296.0
2003,1153,33.06,14.22,10.0,95.0,30.0
2004,1153,12.95,8.15,1.0,53.0,12.0
2005,1153,17.98,7.36,3.0,72.0,17.0
2006,1153,28.74,13.38,3.0,100.0,28.0
2007,1153,130.44,32.09,60.0,229.0,133.0
2008,1153,116.13,43.01,37.0,285.0,104.5
2009,1153,65.16,19.23,20.0,168.0,63.0
2010,1153,56.84,14.63,13.0,135.0,57.0
2011,1153,31.59,16.28,9.0,182.0,28.0
2012,1153,63.09,34.89,12.0,307.0,55.0
2013,1153,24.16,11.76,1.0,77.0,21.0
2014,1153,24.99,12.98,5.0,96.0,22.0
2015,1153,49.76,15.99,17.0,142.0,48.0
2016,1153,34.19,12.97,1.0,107.0,33.0
2017,1153,20.92,8.75,4.0,72.0,19.0
2018,1153,13.36,11.84,1.0,111.0,9.0
2019,1153,26.24,7.8,6.0,75.0,26.0
2020,1153,55.1,18.86,16.0,131.0,51.0
2021,1153,106.55,37.28,27.0,303.0,102.0
2022,1153,80.39,21.39,18.0,157.0,78.0
2023,1153,78.71,26.42,26.0,215.0,75.0
2024,1153,40.85,16.72,8.0,169.0,38.0
2003,1154,279.52,20.61,199.0,323.0,281.5
2004,1154,311.51,12.41,245.0,326.0,314.5
2005,1154,249.4,48.42,79.0,328.0,263.0
2006,1154,314.6,20.68,203.0,333.0,321.0
2007,1154,298.51,21.1,213.0,330.0,303.0
2008,1154,324.31,13.88,246.0,341.0,329.0
2009,1154,223.25,58.78,68.0,333.0,225.0
2010,1154,199.91,21.28,94.0,303.0,200.0
2011,1154,274.83,25.92,135.0,324.0,280.0
2012,1154,320.37,13.79,252.0,341.0,324.0
2013,1154,329.07,16.07,222.0,347.0,333.0
2014,1154,341.07,10.85,244.0,351.0,344.0
2015,1154,312.53,16.28,217.0,351.0,314.0
2016,1154,300.61,30.3,166.0,350.0,306.0
2017,1154,287.92,32.32,158.0,343.0,295.0
2018,1154,310.71,20.61,235.0,351.0,314.0
2019,1154,214.84,52.62,47.0,317.0,223.0
2020,1154,307.53,29.74,165.0,347.0,316.0
2021,1154,228.03,51.29,12.0,344.0,226.0
2022,1154,237.56,32.93,74.0,326.0,244.0
2023,1154,297.23,28.55,178.0,349.0,305.0
2024,1154,258.97,37.12,129.0,348.0,264.0
2003,1155,74.8,27.73,2.0,156.0,74.0
2004,1155,98.86,29.77,24.0,236.0,96.0
2005,1155,68.37,25.51,6.0,183.0,68.0
2006,1155,57.16,19.53,11.0,147.0,59.0
2007,1155,19.79,12.87,1.0,80.0,19.0
2008,1155,23.0,7.68,3.0,74.0,23.0
2009,1155,12.5,7.36,1.0,45.0,11.0
2010,1155,26.47,9.69,6.0,72.0,26.0
2011,1155,55.92,21.23,19.0,164.0,53.0
2012,1155,122.58,39.55,12.0,273.0,124.0
2013,1155,107.1,30.46,16.0,221.0,104.0
2014,1155,62.13,19.14,17.0,152.0,59.0
2015,1155,92.47,25.98,20.0,244.0,89.0
2016,1155,75.85,36.15,21.0,276.0,65.0
2017,1155,43.12,16.62,8.0,132.0,40.0
2018,1155,21.85,13.09,1.0,79.0,19.0
2019,1155,43.41,14.32,11.0,103.0,41.0
2020,1155,83.33,24.58,15.0,183.0,81.0
2021,1155,31.99,16.0,1.0,105.0,31.0
2022,1155,76.33,24.68,15.0,185.0,75.0
2023,1155,62.63,22.92,12.0,285.0,60.0
2024,1155,25.13,12.04,1.0,100.0,25.0
